bk_Code;ID;PARENT_ID;VERSION;VALUE;LANGUAGE;CODE_VALUE;IUPAC_NAME;TEXT_KEY
1371A7E3-1E23-4F81-A2A7-BBB76EBD386C-it;1371A7E3-1E23-4F81-A2A7-BBB76EBD386C;NULL;0;Rincosporiosi del tappeto erboso;it;NULL;NULL;Pest
18F30C40880FCFB26B6ACF4ACF3571EA96B7-de;18F30C40880FCFB26B6ACF4ACF3571EA96B7;NULL;NULL;BBCH 55 - 77;de;NULL;NULL;ApplicationComment
18F30C40880FCFB26B6ACF4ACF3571EA96B7-en;18F30C40880FCFB26B6ACF4ACF3571EA96B7;NULL;NULL;BBCH 55 - 77;en;NULL;NULL;ApplicationComment
18F30C40880FCFB26B6ACF4ACF3571EA96B7-fr;18F30C40880FCFB26B6ACF4ACF3571EA96B7;NULL;NULL;BBCH 55 - 77;fr;NULL;NULL;ApplicationComment
18F30C40880FCFB26B6ACF4ACF3571EA96B7-it;18F30C40880FCFB26B6ACF4ACF3571EA96B7;NULL;NULL;BBCH 55 - 77;it;NULL;NULL;ApplicationComment
18F96EC0-21F2-48D6-95D0-F4C25C6B9396-en;18F96EC0-21F2-48D6-95D0-F4C25C6B9396;NULL;0;;en;NULL;NULL;ApplicationComment
18F96EC0-21F2-48D6-95D0-F4C25C6B9396-fr;18F96EC0-21F2-48D6-95D0-F4C25C6B9396;NULL;0;après la plantation.;fr;NULL;NULL;ApplicationComment
18F96EC0-21F2-48D6-95D0-F4C25C6B9396-it;18F96EC0-21F2-48D6-95D0-F4C25C6B9396;NULL;0;Dopo la piantagione.;it;NULL;NULL;ApplicationComment
18F96EC0-21F2-48D6-95D0-F4C25C6B9396-de;18F96EC0-21F2-48D6-95D0-F4C25C6B9396;NULL;0;Nach der Pflanzung.;de;NULL;NULL;ApplicationComment
18FE6955-C646-4A7B-8971-D3FD424A93AB-en;18FE6955-C646-4A7B-8971-D3FD424A93AB;NULL;0;;en;NULL;NULL;ApplicationComment
18FE6955-C646-4A7B-8971-D3FD424A93AB-fr;18FE6955-C646-4A7B-8971-D3FD424A93AB;NULL;0;;fr;NULL;NULL;ApplicationComment
18FE6955-C646-4A7B-8971-D3FD424A93AB-it;18FE6955-C646-4A7B-8971-D3FD424A93AB;NULL;0;;it;NULL;NULL;ApplicationComment
18FE6955-C646-4A7B-8971-D3FD424A93AB-de;18FE6955-C646-4A7B-8971-D3FD424A93AB;NULL;0;Ende März bis August.;de;NULL;NULL;ApplicationComment
1900-fr;1900;NULL;NULL;Amine oleyle éthoxylé, sel de dodecylbenzenesulfone;fr;NULL;NULL;Substance
1900-en;1900;NULL;NULL;Ethoxylated oleil amine, dodecylbenzenesulphonic salt;en;NULL;NULL;Substance
1900-it;1900;NULL;NULL;Ethoxylated oleil amine, dodecylbenzenesulphonic salt;it;NULL;NULL;Substance
1900-de;1900;NULL;NULL;Oleylamin ethoxyliert, Dodecylbenzensulfonsalz;de;NULL;NULL;Substance
1902-fr;1902;NULL;NULL;acide benzènesulfonique, dérivés alkyles en C10-13, sels de calcium;fr;NULL;NULL;Substance
1902-it;1902;NULL;NULL;acido benzensolfonico, C10-13-alchil derivati, sali di calcio;it;NULL;NULL;Substance
1902-en;1902;NULL;NULL;Benzenesulfonic acid, C10-13-alkyl derivs., calcium salts;en;NULL;NULL;Substance
1902-de;1902;NULL;NULL;Benzolsulfonsäure, C10-13-Alkylderivate, Calciumsalze;de;NULL;NULL;Substance
1903-de;1903;NULL;NULL;L-Carvon;de;NULL;NULL;Substance
1903-en;1903;NULL;NULL;L-Carvon;en;NULL;NULL;Substance
1903-fr;1903;NULL;NULL;L-Carvone;fr;NULL;NULL;Substance
1903-it;1903;NULL;NULL;L-Carvone;it;NULL;NULL;Substance
1904-it;1904;NULL;NULL;Fosfato di triisobutile;it;NULL;NULL;Substance
1904-fr;1904;NULL;NULL;Phosphate de triisobutyle;fr;NULL;NULL;Substance
1904-en;1904;NULL;NULL;Triisobutyl phosphate ;en;NULL;NULL;Substance
1904-de;1904;NULL;NULL;Triisobutylphosphat;de;NULL;NULL;Substance
1905-de;1905;NULL;NULL;Benzenesulfonic acid, 4-c10-14-alkyl derivatives, calcium salts;de;NULL;NULL;Substance
1905-en;1905;NULL;NULL;Benzenesulfonic acid, 4-c10-14-alkyl derivatives, calcium salts;en;NULL;NULL;Substance
1905-fr;1905;NULL;NULL;Benzenesulfonic acid, 4-c10-14-alkyl derivatives, calcium salts;fr;NULL;NULL;Substance
1905-it;1905;NULL;NULL;Benzenesulfonic acid, 4-c10-14-alkyl derivatives, calcium salts;it;NULL;NULL;Substance
1906-en;1906;NULL;NULL;NULL;en;NULL;NULL;Substance
1906-de;1906;NULL;NULL;Ammoniumcarbamat;de;NULL;NULL;Substance
1906-fr;1906;NULL;NULL;carbamate d'ammonium;fr;NULL;NULL;Substance
1906-it;1906;NULL;NULL;carbammato di ammonio;it;NULL;NULL;Substance
1909-de;1909;NULL;NULL;Benzolsulfonsäure;de;NULL;NULL;Substance
1909-en;1909;NULL;NULL;Sodium alkylbenzene sulfonate;en;NULL;NULL;Substance
1909-fr;1909;NULL;NULL;Sodium alkylbenzene sulfonate;fr;NULL;NULL;Substance
1909-it;1909;NULL;NULL;Sodium alkylbenzene sulfonate;it;NULL;NULL;Substance
190AFD1F-E341-457A-9366-44B61F92DA01-en;190AFD1F-E341-457A-9366-44B61F92DA01;NULL;0;;en;15666;NULL;Obligation
190AFD1F-E341-457A-9366-44B61F92DA01-it;190AFD1F-E341-457A-9366-44B61F92DA01;NULL;0;400ml/ha al massimo.;it;15666;NULL;Obligation
190AFD1F-E341-457A-9366-44B61F92DA01-fr;190AFD1F-E341-457A-9366-44B61F92DA01;NULL;0;400ml/ha au maximum.;fr;15666;NULL;Obligation
190AFD1F-E341-457A-9366-44B61F92DA01-de;190AFD1F-E341-457A-9366-44B61F92DA01;NULL;0;Maximal 400ml/ha.;de;15666;NULL;Obligation
190C16E3-55D4-4378-9EFA-DE447A85ADE6-en;190C16E3-55D4-4378-9EFA-DE447A85ADE6;NULL;0;;en;14843;NULL;Obligation
190C16E3-55D4-4378-9EFA-DE447A85ADE6-fr;190C16E3-55D4-4378-9EFA-DE447A85ADE6;NULL;0;"6 traitements par année au maximum; applications répétées à des intervalles de 1 mois. ";fr;14843;NULL;Obligation
190C16E3-55D4-4378-9EFA-DE447A85ADE6-it;190C16E3-55D4-4378-9EFA-DE447A85ADE6;NULL;0;"Al massimo 6 trattamenti; applicazioni ripetute a intervalli di 1 mese. ";it;14843;NULL;Obligation
190C16E3-55D4-4378-9EFA-DE447A85ADE6-de;190C16E3-55D4-4378-9EFA-DE447A85ADE6;NULL;0;"Maximal 6 Behandlungen; wiederholte Anwendungen im Intervall von 1 Monat. ";de;14843;NULL;Obligation
1910-de;1910;NULL;NULL;"1,2-benzisothiazol-3(2H)-one; 1,2-benzisothiazolin-3-one";de;NULL;NULL;Substance
1910-en;1910;NULL;NULL;"1,2-benzisothiazol-3(2H)-one; 1,2-benzisothiazolin-3-one";en;NULL;NULL;Substance
1910-fr;1910;NULL;NULL;"1,2-benzisothiazol-3(2H)-one; 1,2-benzisothiazolin-3-one";fr;NULL;NULL;Substance
1910-it;1910;NULL;NULL;"1,2-benzisothiazol-3(2H)-one; 1,2-benzisothiazolin-3-one";it;NULL;NULL;Substance
1910A4CD-F1FE-4113-A336-3771B836E5FC-en;1910A4CD-F1FE-4113-A336-3771B836E5FC;NULL;0;;en;11424;NULL;Obligation
1910A4CD-F1FE-4113-A336-3771B836E5FC-fr;1910A4CD-F1FE-4113-A336-3771B836E5FC;NULL;0;Ne pas cultiver simultanément d'autres espèces que des tomates dans la serre.;fr;11424;NULL;Obligation
1910A4CD-F1FE-4113-A336-3771B836E5FC-it;1910A4CD-F1FE-4113-A336-3771B836E5FC;NULL;0;Nella serra non vi deve essere alcuna coltura oltre ai pomodori.;it;11424;NULL;Obligation
1910A4CD-F1FE-4113-A336-3771B836E5FC-de;1910A4CD-F1FE-4113-A336-3771B836E5FC;NULL;0;Zum Zeitpunkt der Behandlung dürfen keine anderen Kulturen als Tomaten im Gewächshaus angebaut werden.;de;11424;NULL;Obligation
CCB40A06-9750-4B43-A371-9B18CF67C6EC-en;CCB40A06-9750-4B43-A371-9B18CF67C6EC;NULL;0;;en;NULL;NULL;ApplicationComment
CCB40A06-9750-4B43-A371-9B18CF67C6EC-de;CCB40A06-9750-4B43-A371-9B18CF67C6EC;NULL;0;Ab Stadium BBCH 81.;de;NULL;NULL;ApplicationComment
CCB40A06-9750-4B43-A371-9B18CF67C6EC-it;CCB40A06-9750-4B43-A371-9B18CF67C6EC;NULL;0;Dallo stadio BBCH 81.;it;NULL;NULL;ApplicationComment
CCB40A06-9750-4B43-A371-9B18CF67C6EC-fr;CCB40A06-9750-4B43-A371-9B18CF67C6EC;NULL;0;Dès le stade BBCH 81.;fr;NULL;NULL;ApplicationComment
CCC4992B-1F08-400A-9EAF-0028B384BAAB-en;CCC4992B-1F08-400A-9EAF-0028B384BAAB;NULL;0;;en;9543;NULL;Obligation
CCC4992B-1F08-400A-9EAF-0028B384BAAB-fr;CCC4992B-1F08-400A-9EAF-0028B384BAAB;NULL;0;En mélange à un fongicide organique.;fr;9543;NULL;Obligation
CCC4992B-1F08-400A-9EAF-0028B384BAAB-it;CCC4992B-1F08-400A-9EAF-0028B384BAAB;NULL;0;In combinazione con un fungicida organico.;it;9543;NULL;Obligation
CCC4992B-1F08-400A-9EAF-0028B384BAAB-de;CCC4992B-1F08-400A-9EAF-0028B384BAAB;NULL;0;In Tankmischung mit einem organischen Fungizid.;de;9543;NULL;Obligation
CCC73305-866A-4B8A-BE0D-9F2E56A61FB3-en;CCC73305-866A-4B8A-BE0D-9F2E56A61FB3;NULL;0;;en;NULL;NULL;Pest
CCC73305-866A-4B8A-BE0D-9F2E56A61FB3-it;CCC73305-866A-4B8A-BE0D-9F2E56A61FB3;NULL;0;Antracnosi dei piccoli frutti;it;NULL;NULL;Pest
CCC73305-866A-4B8A-BE0D-9F2E56A61FB3-de;CCC73305-866A-4B8A-BE0D-9F2E56A61FB3;NULL;0;Beerenkrankheit;de;NULL;NULL;Pest
CCC73305-866A-4B8A-BE0D-9F2E56A61FB3-fr;CCC73305-866A-4B8A-BE0D-9F2E56A61FB3;NULL;0;maladie des baies;fr;NULL;NULL;Pest
0411FB48-70F0-418E-8263-64C22C83DF75-en;0411FB48-70F0-418E-8263-64C22C83DF75;NULL;0;;en;NULL;NULL;Pest
0411FB48-70F0-418E-8263-64C22C83DF75-de;0411FB48-70F0-418E-8263-64C22C83DF75;NULL;0;Buchdrucker;de;NULL;NULL;Pest
0411FB48-70F0-418E-8263-64C22C83DF75-it;0411FB48-70F0-418E-8263-64C22C83DF75;NULL;0;Tipografo;it;NULL;NULL;Pest
0411FB48-70F0-418E-8263-64C22C83DF75-fr;0411FB48-70F0-418E-8263-64C22C83DF75;NULL;0;typographe;fr;NULL;NULL;Pest
041A712E-FC7B-49D3-B00C-1851AB423FE0-en;041A712E-FC7B-49D3-B00C-1851AB423FE0;NULL;0;;en;14447;NULL;Obligation
041A712E-FC7B-49D3-B00C-1851AB423FE0-it;041A712E-FC7B-49D3-B00C-1851AB423FE0;NULL;0;È possibile effettuare un trattamento frazionato.;it;14447;NULL;Obligation
041A712E-FC7B-49D3-B00C-1851AB423FE0-fr;041A712E-FC7B-49D3-B00C-1851AB423FE0;NULL;0;Il est possible de fractionner le traitement.;fr;14447;NULL;Obligation
041A712E-FC7B-49D3-B00C-1851AB423FE0-de;041A712E-FC7B-49D3-B00C-1851AB423FE0;NULL;0;Splitbehandlungen möglich.;de;14447;NULL;Obligation
04281284-7C4F-4875-A466-EFE7A4E8C7AC-en;04281284-7C4F-4875-A466-EFE7A4E8C7AC;NULL;0;;en;9692;NULL;Obligation
04281284-7C4F-4875-A466-EFE7A4E8C7AC-de;04281284-7C4F-4875-A466-EFE7A4E8C7AC;NULL;0;1-2 Behandlungen pro Kultur und Jahr. ;de;9692;NULL;Obligation
04281284-7C4F-4875-A466-EFE7A4E8C7AC-fr;04281284-7C4F-4875-A466-EFE7A4E8C7AC;NULL;0;1-2 traitements par culture et par année.;fr;9692;NULL;Obligation
04281284-7C4F-4875-A466-EFE7A4E8C7AC-it;04281284-7C4F-4875-A466-EFE7A4E8C7AC;NULL;0;1-2 trattamenti per coltura e anno.;it;9692;NULL;Obligation
042BE397-BE0A-47A3-A0FE-2776C73C7A1C-en;042BE397-BE0A-47A3-A0FE-2776C73C7A1C;NULL;0;;en;9349;NULL;Obligation
042BE397-BE0A-47A3-A0FE-2776C73C7A1C-de;042BE397-BE0A-47A3-A0FE-2776C73C7A1C;NULL;0;2 Anwendungen.;de;9349;NULL;Obligation
042BE397-BE0A-47A3-A0FE-2776C73C7A1C-fr;042BE397-BE0A-47A3-A0FE-2776C73C7A1C;NULL;0;2 applications.;fr;9349;NULL;Obligation
042BE397-BE0A-47A3-A0FE-2776C73C7A1C-it;042BE397-BE0A-47A3-A0FE-2776C73C7A1C;NULL;0;2 applicazioni.;it;9349;NULL;Obligation
042EEFE4-6DC7-4455-9933-79EA3986481D-en;042EEFE4-6DC7-4455-9933-79EA3986481D;NULL;0;;en;13843;NULL;Obligation
042EEFE4-6DC7-4455-9933-79EA3986481D-fr;042EEFE4-6DC7-4455-9933-79EA3986481D;NULL;0;SPe 8: Dangereux pour les abeilles - Ne doit pas entrer en contact avec des plantes en fleur ou exsudant du miellat. Les plantes d'enherbement et les adventices en fleurs doivent être éliminées avant le traitement (faucher ou broyer).;fr;13843;NULL;Obligation
042EEFE4-6DC7-4455-9933-79EA3986481D-de;042EEFE4-6DC7-4455-9933-79EA3986481D;NULL;0;SPe 8: Gefährlich für Bienen - Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen in Kontakt kommen. Blühende Einsaaten oder Unkräuter vor der Behandlung entfernen (mähen oder mulchen).;de;13843;NULL;Obligation
042EEFE4-6DC7-4455-9933-79EA3986481D-it;042EEFE4-6DC7-4455-9933-79EA3986481D;NULL;0;SPe 8: Pericoloso per le api - Non deve entrare in contatto con piante in fiore o che presentano melata. Prima del trattamento eliminare colture intercalari o malerbe in fiore (sfalcio o pacciamatura).;it;13843;NULL;Obligation
043F86780EAF3B8B684D5FAFABDA9AF35144-fr;043F86780EAF3B8B684D5FAFABDA9AF35144;NULL;NULL;8 par parcelle et année.;fr;NULL;NULL;ApplicationComment
043F86780EAF3B8B684D5FAFABDA9AF35144-en;043F86780EAF3B8B684D5FAFABDA9AF35144;NULL;NULL;8 per .;en;NULL;NULL;ApplicationComment
043F86780EAF3B8B684D5FAFABDA9AF35144-it;043F86780EAF3B8B684D5FAFABDA9AF35144;NULL;NULL;8 per particella e anno.;it;NULL;NULL;ApplicationComment
043F86780EAF3B8B684D5FAFABDA9AF35144-de;043F86780EAF3B8B684D5FAFABDA9AF35144;NULL;NULL;8 pro Parzelle und Jahr.;de;NULL;NULL;ApplicationComment
044EE10B-46D0-4A86-A62F-CE58FFCF05CB-en;044EE10B-46D0-4A86-A62F-CE58FFCF05CB;NULL;0;;en;15625;NULL;Obligation
044EE10B-46D0-4A86-A62F-CE58FFCF05CB-de;044EE10B-46D0-4A86-A62F-CE58FFCF05CB;NULL;0;2-3 Anwendungen im Abstand von 3-5 Tagen (bei Bedarf).;de;15625;NULL;Obligation
044EE10B-46D0-4A86-A62F-CE58FFCF05CB-fr;044EE10B-46D0-4A86-A62F-CE58FFCF05CB;NULL;0;2-3 applications à 3-5 jours d'intervalle (si nécessaire);fr;15625;NULL;Obligation
044EE10B-46D0-4A86-A62F-CE58FFCF05CB-it;044EE10B-46D0-4A86-A62F-CE58FFCF05CB;NULL;0;2-3 applicazioni a intervalli di 3-5 giorni (se necessario).;it;15625;NULL;Obligation
045FC758-4F47-43F7-8DE9-DC2830821C41-en;045FC758-4F47-43F7-8DE9-DC2830821C41;NULL;0;;en;NULL;Streptomyces griseoviridis;Substance
045FC758-4F47-43F7-8DE9-DC2830821C41-de;045FC758-4F47-43F7-8DE9-DC2830821C41;NULL;0;Streptomyces griseoviridis;de;NULL;Streptomyces griseoviridis;Substance
045FC758-4F47-43F7-8DE9-DC2830821C41-fr;045FC758-4F47-43F7-8DE9-DC2830821C41;NULL;0;Streptomyces griseoviridis;fr;NULL;Streptomyces griseoviridis;Substance
045FC758-4F47-43F7-8DE9-DC2830821C41-it;045FC758-4F47-43F7-8DE9-DC2830821C41;NULL;0;Streptomyces griseoviridis;it;NULL;Streptomyces griseoviridis;Substance
0464375B-05BB-49D1-BCE2-236A3BDBA0E9-de;0464375B-05BB-49D1-BCE2-236A3BDBA0E9;NULL;NULL;Mumbai;de;400 056;NULL;City
0464375B-05BB-49D1-BCE2-236A3BDBA0E9-en;0464375B-05BB-49D1-BCE2-236A3BDBA0E9;NULL;NULL;Mumbai;en;400 056;NULL;City
0464375B-05BB-49D1-BCE2-236A3BDBA0E9-fr;0464375B-05BB-49D1-BCE2-236A3BDBA0E9;NULL;NULL;Mumbai;fr;400 056;NULL;City
0464375B-05BB-49D1-BCE2-236A3BDBA0E9-it;0464375B-05BB-49D1-BCE2-236A3BDBA0E9;NULL;NULL;Mumbai;it;400 056;NULL;City
0466783B-8D43-410B-8EB4-03138E2417FC-en;0466783B-8D43-410B-8EB4-03138E2417FC;NULL;0;;en;12967;NULL;Obligation
0466783B-8D43-410B-8EB4-03138E2417FC-fr;0466783B-8D43-410B-8EB4-03138E2417FC;NULL;0;Dosage maximale: 1.25 l/ha.;fr;12967;NULL;Obligation
0466783B-8D43-410B-8EB4-03138E2417FC-it;0466783B-8D43-410B-8EB4-03138E2417FC;NULL;0;Dose massima: 1.25 l/ha.;it;12967;NULL;Obligation
0466783B-8D43-410B-8EB4-03138E2417FC-de;0466783B-8D43-410B-8EB4-03138E2417FC;NULL;0;Maximale Aufwandmenge: 1.25 l/ha.;de;12967;NULL;Obligation
048EE2CB-FE72-4599-935C-565BCA4EFA8E-en;048EE2CB-FE72-4599-935C-565BCA4EFA8E;NULL;0;;en;15178;NULL;Obligation
048EE2CB-FE72-4599-935C-565BCA4EFA8E-it;048EE2CB-FE72-4599-935C-565BCA4EFA8E;NULL;0;Assicurarsi che qualsiasi persona che - fino al taglio successivo, compresa la rimozione dei tagli - entri in un prato trattato, indossi una camicia a maniche lunghe + pantaloni lunghi + scarpe solide.;it;15178;NULL;Obligation
048EE2CB-FE72-4599-935C-565BCA4EFA8E-fr;048EE2CB-FE72-4599-935C-565BCA4EFA8E;NULL;0;S'assurer que toute personne qui - jusqu'à la prochaine coupe, y compris l'élimination de l'herbe coupée - entre dans la pelouse traitée, porte une chemise à manches longues + un pantalon long + des chaussures résistantes.;fr;15178;NULL;Obligation
048EE2CB-FE72-4599-935C-565BCA4EFA8E-de;048EE2CB-FE72-4599-935C-565BCA4EFA8E;NULL;0;Sicherstellen, dass der behandelte Rasen bis zum nächsten Schnitt (inklusive Entfernung Schnittgut) nur mit langärmeligen Hemd + langen Hosen + festem Schuhwerk betreten wird. ;de;15178;NULL;Obligation
048FDB44-710A-4801-849C-72F1A458DB82-en;048FDB44-710A-4801-849C-72F1A458DB82;8B5A3E2B-2534-4FC0-84C5-685915165A77;0;NULL;en;NULL;NULL;Culture
048FDB44-710A-4801-849C-72F1A458DB82-de;048FDB44-710A-4801-849C-72F1A458DB82;8B5A3E2B-2534-4FC0-84C5-685915165A77;0;Triticale;de;NULL;NULL;Culture
048FDB44-710A-4801-849C-72F1A458DB82-fr;048FDB44-710A-4801-849C-72F1A458DB82;8B5A3E2B-2534-4FC0-84C5-685915165A77;0;Triticale;fr;NULL;NULL;Culture
048FDB44-710A-4801-849C-72F1A458DB82-it;048FDB44-710A-4801-849C-72F1A458DB82;8B5A3E2B-2534-4FC0-84C5-685915165A77;0;Triticale;it;NULL;NULL;Culture
04A3DC94-A480-44F2-8908-E12889B6E19D-en;04A3DC94-A480-44F2-8908-E12889B6E19D;NULL;0;;en;NULL;NULL;ApplicationComment
04A3DC94-A480-44F2-8908-E12889B6E19D-it;04A3DC94-A480-44F2-8908-E12889B6E19D;NULL;0;Dal germogliamento alla sfioritura.;it;NULL;NULL;ApplicationComment
04A3DC94-A480-44F2-8908-E12889B6E19D-fr;04A3DC94-A480-44F2-8908-E12889B6E19D;NULL;0;dès le debourrement jusqu'à la fin de la floraison.;fr;NULL;NULL;ApplicationComment
04A3DC94-A480-44F2-8908-E12889B6E19D-de;04A3DC94-A480-44F2-8908-E12889B6E19D;NULL;0;Vom Austrieb bis zum Abblühen.;de;NULL;NULL;ApplicationComment
0CBA6765-4E25-48B8-8818-9A3F09E02BF6-en;0CBA6765-4E25-48B8-8818-9A3F09E02BF6;NULL;0;;en;NULL;NULL;ApplicationComment
0CBA6765-4E25-48B8-8818-9A3F09E02BF6-fr;0CBA6765-4E25-48B8-8818-9A3F09E02BF6;NULL;0;Directement avant la plantation avec incorporation superficielle.;fr;NULL;NULL;ApplicationComment
0CBA6765-4E25-48B8-8818-9A3F09E02BF6-it;0CBA6765-4E25-48B8-8818-9A3F09E02BF6;NULL;0;Direttamente prima la piantagione con incorporazione piana.;it;NULL;NULL;ApplicationComment
0CBA6765-4E25-48B8-8818-9A3F09E02BF6-de;0CBA6765-4E25-48B8-8818-9A3F09E02BF6;NULL;0;Unmittelbar vor der Pflanzung mit flacher Einarbeitung.;de;NULL;NULL;ApplicationComment
0CCEA710-58BD-4696-BA4F-6CBB3B80B96A-en;0CCEA710-58BD-4696-BA4F-6CBB3B80B96A;NULL;0;;en;NULL;NULL;Pest
0CCEA710-58BD-4696-BA4F-6CBB3B80B96A-de;0CCEA710-58BD-4696-BA4F-6CBB3B80B96A;NULL;0;Fettfleckenkrankheit;de;NULL;NULL;Pest
0CCEA710-58BD-4696-BA4F-6CBB3B80B96A-fr;0CCEA710-58BD-4696-BA4F-6CBB3B80B96A;NULL;0;graisse du haricot;fr;NULL;NULL;Pest
0CCEA710-58BD-4696-BA4F-6CBB3B80B96A-it;0CCEA710-58BD-4696-BA4F-6CBB3B80B96A;NULL;0;Grassume del fagiolo;it;NULL;NULL;Pest
0CE010531278758AFBBADFFDCD00EA0E6770-de;0CE010531278758AFBBADFFDCD00EA0E6770;NULL;NULL;BBCH 31 - 61;de;NULL;NULL;ApplicationComment
0CE010531278758AFBBADFFDCD00EA0E6770-en;0CE010531278758AFBBADFFDCD00EA0E6770;NULL;NULL;BBCH 31 - 61;en;NULL;NULL;ApplicationComment
0CE010531278758AFBBADFFDCD00EA0E6770-fr;0CE010531278758AFBBADFFDCD00EA0E6770;NULL;NULL;BBCH 31 - 61;fr;NULL;NULL;ApplicationComment
0CE010531278758AFBBADFFDCD00EA0E6770-it;0CE010531278758AFBBADFFDCD00EA0E6770;NULL;NULL;BBCH 31 - 61;it;NULL;NULL;ApplicationComment
0CEF4131-2AE3-4C03-AA97-4F14E6D31B81-en;0CEF4131-2AE3-4C03-AA97-4F14E6D31B81;NULL;0;;en;NULL;NULL;ApplicationComment
0CEF4131-2AE3-4C03-AA97-4F14E6D31B81-fr;0CEF4131-2AE3-4C03-AA97-4F14E6D31B81;NULL;0;Pré- ou post-floral, jusqu'à la mi-août au plus tard.;fr;NULL;NULL;ApplicationComment
0CEF4131-2AE3-4C03-AA97-4F14E6D31B81-it;0CEF4131-2AE3-4C03-AA97-4F14E6D31B81;NULL;0;Prefioritura o postfioritura, al più tardi entro metà agosto.;it;NULL;NULL;ApplicationComment
0CEF4131-2AE3-4C03-AA97-4F14E6D31B81-de;0CEF4131-2AE3-4C03-AA97-4F14E6D31B81;NULL;0;Vor oder nach der Blüte, bis spätestens Mitte August.;de;NULL;NULL;ApplicationComment
0CEF8AF4-A54D-4B56-A363-C8C55D088FEE-de;0CEF8AF4-A54D-4B56-A363-C8C55D088FEE;NULL;NULL;Dixmont;de;89500;NULL;City
0CEF8AF4-A54D-4B56-A363-C8C55D088FEE-en;0CEF8AF4-A54D-4B56-A363-C8C55D088FEE;NULL;NULL;Dixmont;en;89500;NULL;City
0CEF8AF4-A54D-4B56-A363-C8C55D088FEE-fr;0CEF8AF4-A54D-4B56-A363-C8C55D088FEE;NULL;NULL;Dixmont;fr;89500;NULL;City
0CEF8AF4-A54D-4B56-A363-C8C55D088FEE-it;0CEF8AF4-A54D-4B56-A363-C8C55D088FEE;NULL;NULL;Dixmont;it;89500;NULL;City
BD01EED4-AB21-406A-AE79-0D95F726311B-en;BD01EED4-AB21-406A-AE79-0D95F726311B;NULL;0;;en;NULL;NULL;Substance
BD01EED4-AB21-406A-AE79-0D95F726311B-it;BD01EED4-AB21-406A-AE79-0D95F726311B;NULL;0;Pseudomonas sp. ceppo DSMZ 13134;it;NULL;NULL;Substance
BD01EED4-AB21-406A-AE79-0D95F726311B-fr;BD01EED4-AB21-406A-AE79-0D95F726311B;NULL;0;Pseudomonas sp. souche DSMZ 13134;fr;NULL;NULL;Substance
BD01EED4-AB21-406A-AE79-0D95F726311B-de;BD01EED4-AB21-406A-AE79-0D95F726311B;NULL;0;Pseudomonas sp. Stamm DSMZ 13134;de;NULL;NULL;Substance
BD054705-CA75-4C89-9FC3-6D2041E36C8C-en;BD054705-CA75-4C89-9FC3-6D2041E36C8C;NULL;0;;en;11414;NULL;Obligation
BD054705-CA75-4C89-9FC3-6D2041E36C8C-de;BD054705-CA75-4C89-9FC3-6D2041E36C8C;NULL;0;Nur in Kulturen unter Tunnelabdeckung oder im Gewächshaus;de;11414;NULL;Obligation
BD054705-CA75-4C89-9FC3-6D2041E36C8C-fr;BD054705-CA75-4C89-9FC3-6D2041E36C8C;NULL;0;Seulement dans des cultures sous tunnel ou sous serre;fr;11414;NULL;Obligation
BD054705-CA75-4C89-9FC3-6D2041E36C8C-it;BD054705-CA75-4C89-9FC3-6D2041E36C8C;NULL;0;Solamente per colture in tunnel o in serra;it;11414;NULL;Obligation
F3AC652F-FCF5-41E3-B315-81C74A41218F-de;F3AC652F-FCF5-41E3-B315-81C74A41218F;NULL;NULL;Brüssel;de;BE-1150;NULL;City
F3AC652F-FCF5-41E3-B315-81C74A41218F-en;F3AC652F-FCF5-41E3-B315-81C74A41218F;NULL;NULL;Brüssel;en;BE-1150;NULL;City
F3AC652F-FCF5-41E3-B315-81C74A41218F-fr;F3AC652F-FCF5-41E3-B315-81C74A41218F;NULL;NULL;Brüssel;fr;BE-1150;NULL;City
F3AC652F-FCF5-41E3-B315-81C74A41218F-it;F3AC652F-FCF5-41E3-B315-81C74A41218F;NULL;NULL;Brüssel;it;BE-1150;NULL;City
F3B7E939-85EC-47CA-A44F-7098133CA3A3-en;F3B7E939-85EC-47CA-A44F-7098133CA3A3;NULL;0;;en;9060;NULL;Obligation
F3B7E939-85EC-47CA-A44F-7098133CA3A3-fr;F3B7E939-85EC-47CA-A44F-7098133CA3A3;NULL;0;Inefficace contre le puceron vert migrateur du pommier.;fr;9060;NULL;Obligation
F3B7E939-85EC-47CA-A44F-7098133CA3A3-de;F3B7E939-85EC-47CA-A44F-7098133CA3A3;NULL;0;Keine Wirkung auf Apfelgraslaus.;de;9060;NULL;Obligation
F3B7E939-85EC-47CA-A44F-7098133CA3A3-it;F3B7E939-85EC-47CA-A44F-7098133CA3A3;NULL;0;Nessuna efficacia contro l'afide verde migrante.;it;9060;NULL;Obligation
F3B8E42E-C385-4CA5-A76F-D4B84D6AEF10-en;F3B8E42E-C385-4CA5-A76F-D4B84D6AEF10;NULL;0;;en;11423;NULL;Obligation
F3B8E42E-C385-4CA5-A76F-D4B84D6AEF10-fr;F3B8E42E-C385-4CA5-A76F-D4B84D6AEF10;NULL;0;Durant l'injection et jusqu'à la récolte maintenir une température moyenne supérieure à 20°C.;fr;11423;NULL;Obligation
