NK_PermissionHolder;FAX;AdditionalInformation;NAME;STREET;PostOfficeBox;NK_CodetableCity;Phone;NK_CodetableCountry
A4F2D052-27B1-45D2-B071-9EBEAAA0DE5A;;;Aventis Crop Science Italia;Piazzale Stefano Türr, 5 ;;FE6531B7-877C-4D5B-9CF6-D9A118213C32;;BE1D323D-29E4-4570-8618-5463896BE5D2
A53B50E1-B910-4055-87FB-25A9FE9ED4DD;;;Forschungsinstitut für biologischen Landbau FiBL;Ackerstrasse 113;PF 219;FC9042D3-A9F6-4A12-908E-AAF31D598A19;062 865 72 72;6698DCFD-D86E-4098-A5A4-DA5B71062093
A5566A3A-7606-493E-A4F9-E12482F85680;;;A.D.I.C.A. s.r.l.;Via Saffi 1 ;;39675C22-D675-4C47-B971-22EDBC3ECEC2;;BE1D323D-29E4-4570-8618-5463896BE5D2
A5EED1AD-B9BB-4334-A15A-171959ADD291;;;STI Solfotecnica Italiana - S.p.A.;Via Matteotti  16;;FC8BA819-C461-4857-BFBC-804D5AADA682;;BE1D323D-29E4-4570-8618-5463896BE5D2
A652AC69-2536-4145-9953-7E1697A5EB3E;;;agrostulln GmbH;Werksweg 2 ;;981CF5B8-9C87-46E9-B887-C8A4ED73AEA2;;56CCE907-F002-4B0C-B948-98299B1FEA6E
A69E26D3-6E00-4217-B79E-3D30FAD0B21C;;;Gardinova;Hauptstrasse 12;;34194E24-BC6E-4B18-AEE9-61728BAC788D;;6698DCFD-D86E-4098-A5A4-DA5B71062093
A7BA96FF-5A88-47F4-9B3D-9B654DE90B3A;;;Sipcam S.p.A.;Via Sempione 195 ;;F8B454C8-29CF-4925-A6F6-DDF75B2DFE64;;BE1D323D-29E4-4570-8618-5463896BE5D2
A7EE3A02-D19D-4F00-809F-EAA382EF68CF;;;CERA CHEM S.A.R.L. ;1 Rue du parc ;;81FE8C9C-9E1F-4FA3-8AB8-F5BF09E6E671;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
A833FFD3-4125-4DA3-A6BC-1EFDA87F6386;;;Glatz-Mauthner;Gartenbaupromenade 1 ;;A844F261-5B5B-494D-B1B1-39C56D50ACE1;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
A9064CE9-590A-4B3F-BFBC-91C3635C7A61;;;FytoFend S.A.;Rue Georges Legrand 6 ;;DE611120-5108-4056-9BD3-BBB80959F555;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
A974C03D-B91C-4DCE-AF78-36543C373421;;;Schneider Formulations Consulting;Moosackerweg 28;;A7CBAD4A-DA4D-4EB0-805A-3B689D0FF573;;6698DCFD-D86E-4098-A5A4-DA5B71062093
AABEA65A-5396-4152-8B5A-277162B59B99;;;Vivagro;5 allée jacques latrille ;;6C0BBB3B-975E-4167-9DC0-F968E1B2E14E;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
AAD491E7-FF95-49EE-BD1E-0A576ED9A0BF;;;TOP-L.O.M;Erlachgasse 65 ;;D1C1C9EC-F516-4133-A21C-10B0DC6B3630;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
AB3ABDB8-30D3-4F95-B99A-85CF25DB11CD;;;Celaflor GmbH;Konrad-Adenauerstrasse 30 ;;679DB20C-B75C-4527-BA75-815BD5DB9A6B;0049 6132 78 03 0;56CCE907-F002-4B0C-B948-98299B1FEA6E
AD442666-06A8-4132-83F5-AEDF33E0651D;;;Phoenix-Del S.R.L.;Via Venezia, 9/A ;30131;FEF84D24-17BE-46ED-AD73-A905FEF7FAFB;;BE1D323D-29E4-4570-8618-5463896BE5D2
AD602932-0C2F-4C51-B44D-5A32604330CE;;;Union Invivo;63 Avenue de la Grande Armée ;;8C7CAF97-4CCD-4093-AC28-497AEB6B4C00;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
ADE52505-A4C1-4CA6-8573-7D8EF687D9EF;;;OXON Italia SPA;Via Caroccio 8 ;;CA1E2127-E1EF-4839-B0C6-4B704BE3A91E;;BE1D323D-29E4-4570-8618-5463896BE5D2
AE13E45D-F982-4737-AAFE-F648595DFB7B;;;Capiscol SA;160, route de la Valentine ;;BBE66456-6A20-4D87-9780-60E884410DE1;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
AE54F4BD-2E4E-4E84-8792-5CE016E3DFF2;;;Sharda Cropchem Ltd.;Dashrathlal Joshi Road, Vile Parle (West) ;;FDAA4A2C-9547-4194-9019-BA8DDE26C985;;CDA1F206-EDB0-40D2-8FF6-15B29EAD6C7F
AF74BCEA-AA42-4DAD-A01F-C925C3B4E66F;;;Nisso Chemical Europe GmbH;Berliner Allee 42 ;;5FF9525E-3934-4DA9-8C52-575C887B826A;;56CCE907-F002-4B0C-B948-98299B1FEA6E
B043905D-CFCF-4692-8F1F-58768211C16A;;;Sharda Hellas Ltd;1 Pavlou Mela Str. ;;82D995A1-F8DD-466B-93D1-1893C31FE840;;C95BE4F8-5218-4C95-9E7C-9B2EC712A45C
B0523241-7DFF-4CC9-847D-E018F2E6C817;;;Mitsui Agriscience Int.;Boulevard de la Woluwe 60 ;;63A06B4C-F976-4B46-89AE-FFCD718E398F;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
B166A159-5608-4A55-ABCA-344F764BE0F8;;;Endymis;ZI Nord ;BP39;9A5C545C-AB00-4691-A7E0-287428E31D92;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
B1B38F44-E7F4-4A7E-907B-5A1D34F74BA0;;;Rust GmbH;Im Büel 8a;104;F63A9A83-08BD-4326-B95B-E3C7D7835499;079 864 70 78  ;6698DCFD-D86E-4098-A5A4-DA5B71062093
B204A61C-BB26-45CD-BBC8-F1F620B3A79D;;;Life Scientific Ltd;Nova UCD Belfield Innovation Park , UCD Belfield ;;24C6315D-A194-4F70-85F0-68BFDBE521F3;;2E460BBE-6A62-40A2-8C1F-F7A7145A42C2
B417E7B7-9AA2-4158-8985-7476D58DE125;;;Makhteshim-Agan Deutschland AG;Strassburger Strasse 4 ;;99C88895-0946-4B77-82E5-67FBA9581A1D;;56CCE907-F002-4B0C-B948-98299B1FEA6E
B42C3E03-CDF7-41B6-BDA8-F77E6D77BC30;;;Green Trade SRL;Via Ormelle 32 ;;AEDDBAA6-CD49-471D-9539-11EB6DE9F091;;BE1D323D-29E4-4570-8618-5463896BE5D2
B439C393-763A-4189-A56C-B45BB99ECFF5;;;Oleon NV;Assenedestraat 2 ;;B78A4CA4-4EF5-4FF4-B5E0-80106729326C;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
B4605D54-048B-47BD-A35D-AA4E4CC0A85A;;;Agro-Stulln GmbH;Werksweg 2 ;;7F5FD4EC-08C1-4F30-80F1-CB4839CCC153;;56CCE907-F002-4B0C-B948-98299B1FEA6E
B64B7CB3-27EC-40CE-AD62-391A91F665BA;;;Vextachem s.r.l.;Piazza B. Buozzi 9 Sc B ;;94F2FB84-BA51-49B2-B0AD-B6D8AF347705;;BE1D323D-29E4-4570-8618-5463896BE5D2
B6D02110-BE57-4CB2-A244-C4431EA037A3;;;Zapi Industrie Chimiche SPA;Terza Strada 12 ;;029607F7-AF8E-4C6F-B16A-F687D07AB92A;;BE1D323D-29E4-4570-8618-5463896BE5D2
B8BECC01-0F2B-4CEC-B90B-428736EB4B28;;;Aventis CropScience;55, Avenue René Cassin ;CP 310;563C8EF4-D950-4FB8-AAE6-B68086CAE3FB;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
B91B367B-93D1-46CF-B713-36CAA96ADCC0;;;Eurobios S.R.L.;Via Papa Giovanni XXIII, 14 ;;AA4C894B-C4FB-4BFA-9F5D-FEF19EA12CCA;;BE1D323D-29E4-4570-8618-5463896BE5D2
B9252490-BBF4-41AA-83B0-65B4638EE8D0;;;Agrosol S.R.L.;Via Matteotti 16 ;;EEFBB445-BF43-4864-ACBF-E53634A7CAE2;;BE1D323D-29E4-4570-8618-5463896BE5D2
BA03EF91-A9B4-4641-9104-2C7B6CA3D0B8;;;Terranalisi SRL;Via Donizetti 2/A ;;0715CA22-C19B-4E84-8B2B-80390D31253A;;BE1D323D-29E4-4570-8618-5463896BE5D2
BA335F63-04DA-49B8-A8D5-1C3020DFBE56;;;Nufarm Pflanzenschutz GmbH & Co KG;St.-Peter-Strasse 25 ;P.O. Box 21;174BD9E6-B685-4FFD-BD6E-5EACE8B42E27;43 70 5918-2313;29738AA2-5393-438D-BE07-9D6B56D2ACCF
BAFDA98C-DBC9-404F-BDF3-0ECEB4308940;;;Copyr S.p.A.;Via dei Giovi, 6 ;;774DEB61-4204-4B25-A182-D1D3D817D7D9;;BE1D323D-29E4-4570-8618-5463896BE5D2
BBF8215C-BE83-412A-9A8C-ED04C5698EA6;;;LC Solutions;12 Rue Jean Monnet, Z A Des Côtes, BP 9 ;;21D6FA81-1A5E-4911-938A-08998EF70118;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
BC23BDE7-8072-4E28-829E-1F4638679AC8;;;CBC (Europe) Ltd;Via E.Majorana  2 ;;76E23C1A-E78C-4629-8546-505348F921DC;;BE1D323D-29E4-4570-8618-5463896BE5D2
BC6D7F25-EEA5-499A-B0CE-EFDE3CBB895C;;;Dow AgroSciences B.V.;Via Patroclo, 21 ;;24CC6C91-47DD-4BED-B25C-3177B3140E86;;BE1D323D-29E4-4570-8618-5463896BE5D2
BC7EE08B-7582-439B-B051-04560BE10614;;;ADAMA Agriculture Swiss AG;Spitalstrasse 5;;55BB686D-25DE-42D8-A780-793342D2222E;;6698DCFD-D86E-4098-A5A4-DA5B71062093
BC8927C2-A581-4DC2-ACAF-211DD4172F93;;;AquaJet AG;Leuholz 15;;504B3B1E-C879-408E-94ED-3091FE4E88BB;055 440 99 20;6698DCFD-D86E-4098-A5A4-DA5B71062093
BCCB1CD4-6BE3-4459-B42C-737AA7F494B4;;;Arysta LifeScience Ougrée Production sprl;Rue de Renory, 26/2 ;;EB91F17A-9CDC-4B20-9BD8-6CEAFC80504E;0032 4 385 97 11;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
BD960585-B8EC-495F-B075-FCDC6E99BC22;;;Corteva Agriscience International Sàrl;Route de Suisse 160;;833685B3-B97B-4B2F-B9C7-F8F775D44710;+41 22 717 5868;6698DCFD-D86E-4098-A5A4-DA5B71062093
BD9E43F3-0F8C-4B9F-9541-76AD027341F7;;;Agrifutur Srl, Alfaniello;Via Greina 3;;BD6E6C9E-C1A5-4B8C-A6F6-85509458807A;;6698DCFD-D86E-4098-A5A4-DA5B71062093
BE59117D-FE23-4F62-905E-C5B8F0AB4BCC;;;Fuchshuber Agrarhandel GmbH.;Mühlbachstrasse 151 ;;F3781DD9-F413-4277-89C1-C1265C6FF635;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
BF7D667D-AF56-446F-B702-0ADBCD1FE9E2;;;Dow Agrosciences SAS;371, rue Ludwig van Beethoven ;;458FAC7D-ACD8-482F-B9D4-614D8C89A081;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
C1219D22-2E76-4BDB-A0BE-DFA44ED9DF13;;;Promophyt;Qui du general Sarrail ;;DA807872-B8A2-401E-9E7A-40D67D79F880;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
C1E541C9-A0C5-472E-A189-B73B35C1840C;;;Albaugh TKI d.o.o.;Grajski trg  21;;AC640A97-7CCF-4205-BBE3-9B8D8A2362AA;;70D1C2D0-F04E-47F3-9969-6F8D8B82FF2C
C2068A78-C038-4454-88FA-ECE1C0F7E8CA;;;Oxon SPA;Strada Sempione 21 ;;49F0D2AE-E562-41D1-9C79-A83EB6AAB634;;BE1D323D-29E4-4570-8618-5463896BE5D2
C254059E-C98D-4551-AFD9-AA7A90FA6BC1;;;Bayer S.p.A.;Viale Certosa 126-130 ;;915F354B-A91D-44C8-8375-150A821A01BF;;BE1D323D-29E4-4570-8618-5463896BE5D2
C3426F9D-9A0B-44B6-A624-08F8530AC297;;;Austrital;Rua Trinta e Um de Janeiro, 80 A 5°E ;;A824AC50-5FD0-41F7-AE9B-23F3500E2358;;56CCE907-F002-4B0C-B948-98299B1FEA6E
C4C0FDF6-252C-4596-A769-664BA001C571;;;Gobbi L. S.R.L.;Via B.Bosco 57/3 ;;FB582DA9-E1A6-462C-9CDD-E03FD73D5135;;BE1D323D-29E4-4570-8618-5463896BE5D2
C5D84390-95B5-4C1C-83DF-5A768935B07B;;;W. Neudorff GmbH KG;Otto-Brenner-Str. 13-15 ;;302D69B3-5AD7-404A-B510-B08459F48368;;56CCE907-F002-4B0C-B948-98299B1FEA6E
C5F03024-B0F4-4FCC-95F2-B5FE30612ABB;;;Guaber;Via P.Gobetti 4 ;;1C1EF006-CB65-45AF-8414-FA2A3ADDDBEA;;BE1D323D-29E4-4570-8618-5463896BE5D2
C6E0547B-AA8D-469C-A459-F5770F34C3BE;;;Cemag Handels AG;Fellstrasse 1;;81BED59C-CAD0-4B15-B302-D1005AAAFB75;;6698DCFD-D86E-4098-A5A4-DA5B71062093
C6FB5DD9-B9BE-45AD-9564-CA168F286AE2;;;BASF AG; ;PF 120;0F92FC88-242C-4E31-A65C-E5C93E21E666;;56CCE907-F002-4B0C-B948-98299B1FEA6E
C728938F-0E92-43A7-8CC0-8A00F32E7D1C;;;Bayer CropScience GmbH; ;;84626811-0C47-493B-A297-5820B49C2F08;;56CCE907-F002-4B0C-B948-98299B1FEA6E
C79DB47D-90A4-4B4D-8337-0677B64FAD81;;;FMC AGRO ITALIA S.R.L.;Via F.lli Bronzetti ;32/28;0816739E-97E6-43CA-A673-4326F450A92E;;BE1D323D-29E4-4570-8618-5463896BE5D2
C83AB6CE-B688-41FF-80BC-3978DE7BDED1;;;MANICA;Via dell'Adige, 4 ;;6ABA74D7-CD19-403A-A9CE-B6286D9FE2A7;;BE1D323D-29E4-4570-8618-5463896BE5D2
C919E1E0-76E5-42D0-9D46-CD70AE3AA012;;;Florissa Handels- und Produktions-GmbH;Gewerbestrasse 13 ;;A24F9BAA-0491-4E46-A899-17425F5012AB;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
C92D242D-B19A-4CF1-8FE4-5428CC9BD8B4;;;Novartis Agro GmbH;Liebigstrasse 51-53 ;Postfach 110353;ADA01283-3234-447F-BD2E-1AAA4D376EE8;;56CCE907-F002-4B0C-B948-98299B1FEA6E
C93D8141-F1E7-4EF5-BA5C-4AA99B00D39F;;;Danstar Ferment AG;Poststrasse 30;;7BC74FF1-3401-4E37-B1AE-9E0391BEB8E1;+358 (0)50 543 5547;6698DCFD-D86E-4098-A5A4-DA5B71062093
CADB9ACB-25B5-40D0-B3AE-D643832AE795;;;FMC Agro Austria GmbH;St. Peter Gürtel 8 ;;9338E7F8-F1FE-4E39-AF4B-69246B83B7E3;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
CAE7F822-5974-4BBB-ABF6-D6BFF9D9DEFA;;;Agrevo;Piazzale Stefano Turr 5 ;;CAAD0CA8-3B6C-4E79-9082-0778314D02F0;;BE1D323D-29E4-4570-8618-5463896BE5D2
CB0F961F-AEC2-4327-94E5-07ACBFFA38AF;;;Blaser Swisslube AG;Winterseistrasse 22;;1E3D2663-3643-49E7-B740-09C59BA1B8BE;034 460 03 05 ;6698DCFD-D86E-4098-A5A4-DA5B71062093
CB4021B4-9461-4E27-B531-62DAA0F144A1;;;Agrimotion Deutschland Gmbh;Carl-Diem-Str. 3 ;;A052E139-CE3B-43CD-951E-F5CB6B89BA50;;56CCE907-F002-4B0C-B948-98299B1FEA6E
CB54DDAA-9233-476F-A0D7-E9B29B9BC755;;;industrias químicas del vallés, s.a.;Av. de Rafael Casanova, 81 Molle del Valles ;;D197ED59-9257-47D9-896C-1E7BC5F463BD;;BEB87459-DB4C-4C85-84EB-BEF7C6E012EF
CB663D29-7B60-4FE5-A9E0-3AB1323D2B24;;;Makhteshim Agan France E.u.r.l.;"Immeuble ""Le Seine Saint-Germain"", 12, bd des Iles ";;7A61FFB6-35A3-4F24-8FF3-547182E0E3EE;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
CD1520D1-4C7E-4134-A4DF-F7BABB1F1D5A;;;Racroc AG;Industrie Birren 30;;5E89D53F-7663-4B3A-8787-D221E7809298;062 893 28 83;6698DCFD-D86E-4098-A5A4-DA5B71062093
CD1FD0B8-90D8-4032-8262-35F0CC309AD0;;;BASF Aktiengesellschaft;Carl Bosch Strasse 38 ;;EE8C4788-7C7C-41FA-B777-99E5B28B380A;;56CCE907-F002-4B0C-B948-98299B1FEA6E
CD93C7F8-43B9-4EE9-B319-5277F2A417A3;;;Agro Trade GMBH;Bärweiler Strasse 55 ;;7366BD3C-6752-41DD-B371-5243AB553C6D;;56CCE907-F002-4B0C-B948-98299B1FEA6E
CDFC9144-89C5-4E23-8240-428D081EEA09;;;Monsanto agricoltura Italia S.p.A.;Via San Colombano, 81A ;;F8E7F369-9267-41FB-9600-470F6F6FE314;;BE1D323D-29E4-4570-8618-5463896BE5D2
CEB15E83-7A70-4DF6-818E-E3FCAC9D976A;;;UPL Benelux B.V.;Claudius Prinsenlaan 144 a, ;;ABCAFC74-3660-4D2D-8D90-C8401C695618;;51F6122D-47EC-4051-97CC-01D7CF8E4758
CF9492D2-E327-4C3E-9A83-9A223EDE3054;;;Agriplex;25 Rue de Ponthieu ;;1CB7774E-5437-46B8-AA2C-2E03074BEE81;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
CFF74E94-F3AA-43B8-83DA-2DEB1C8133EE;;;AGFS Switzerland GmbH;Bahnhofstrasse 70;;E8045F60-46C0-4253-9865-C2F5CF5BF916;;6698DCFD-D86E-4098-A5A4-DA5B71062093
D02462CD-ECDF-4FFF-9038-BDD0EA2C77F6;;;Kollant;Via C.Colombo 7 ;;D77E8C12-43C9-4A53-8B7B-1342A042F518;;BE1D323D-29E4-4570-8618-5463896BE5D2
D08EC8EA-1656-4776-8700-2B2184F2D144;;;Westfalen Gas Schweiz GmbH;Sisslerstrasse 11;50;F5325EA8-D800-46A1-8917-18DAF3A244BD;;6698DCFD-D86E-4098-A5A4-DA5B71062093
D161CF15-98F9-4621-8F45-72BB0F2A4EE8;;;Nufarm SA;28, boulevard Camélinat ;BP75;9A427F5A-4360-4499-9CC5-90BEB384175E;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
D1C1EB21-22EA-448D-925B-C8A8DD6BCEAA;;;ZEP Industries;Route de Fribourg 12 ;;75707A8F-0845-46FB-83CD-95D2FF05A535;026/465 14 50;6698DCFD-D86E-4098-A5A4-DA5B71062093
D26053B1-F057-46F5-A39E-30F23FF26024;;;Barclay Chemical Ltd.;Tyrellstown Way, Damastown industrial Park, Mulhuddart ;;0E5879CA-A5CF-4BEE-8896-656E716FBBBE;;2D1A1C1B-2F41-4A9B-90CA-ED5AFEF79821
D28B0161-74CE-40DB-8251-E0273FF90F80;;;Industrias Afrasa S.A;Pol. Ind. Fuente del Jarro, Ciudad de Sevilla, 53 ;;FCADF922-A28C-48BD-AFC4-6E055215BBA2;;BEB87459-DB4C-4C85-84EB-BEF7C6E012EF
D2E3510E-D1C2-4188-A1C4-67ECA0530B2E;;;CEREXAGRI Italia SRL;Via Rosselli Fratelli 14 ;;CD5552BF-0BD8-456A-98EA-E7B8DF5DE78A;;BE1D323D-29E4-4570-8618-5463896BE5D2
D3356CD4-3EE5-4467-9852-B865EC61F4E4;;;Flexagri;21, avenue Eugène Gazeau ;;F57B66E0-A45B-4DA1-984F-30F456ABB1A8;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
D37FB52F-E8FD-482E-8609-254207226089;;;BASF Schweiz AG;Klybeckstrasse 161;;09740CC6-07DA-4944-B019-8077A865CA8B;;6698DCFD-D86E-4098-A5A4-DA5B71062093
D38ACFCB-C55E-4D41-8D9C-B8299BA92D7D;;;Sofbey SA;Via San Martino    16 a;;4BBCDE56-225C-4FD9-B521-90A134E48047;091 223 10 90;6698DCFD-D86E-4098-A5A4-DA5B71062093
D52843E7-E938-485C-82AF-2E10C2DDE796;;;Eurofyto;Industrielaan 6 B ;;20A90BF7-FBB5-46F6-928A-949E9363E900;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
D54E460C-7143-4A42-B51D-C993219E6F97;;;Ares Europe Ltd;Vierhuysen 50 ;;FBC88918-18C7-4E50-9A97-F99A2942C73B;;51F6122D-47EC-4051-97CC-01D7CF8E4758
D6097D20-A99D-4999-829B-63AF6340D81D;;;DU PONT DE NEMOURS (FRANCE) S.A.;137, Rue de l'université ;;F58B8662-8A19-4986-B16D-0F2A21196E7C;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
D6165DD0-2499-423F-8389-892FAD33F1AB;;;Gamma International S.R.L.;via Francesca Est 81 ;;7C08C8FB-C627-4010-B698-E530665F111A;;BE1D323D-29E4-4570-8618-5463896BE5D2
D6D16C61-DC28-412C-95EF-255287481281;;;Valent Biosciences;PARC D'AFFAIRES DE CRECY 2, RUE CLAUDE CHAPPE ;;B6D3691C-651A-48B6-BA9D-1265F3FF7AE2;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
D70042BC-95A6-4362-B204-8ECE2D0FDA01;;;Detia Freyberg GmbH;Dr.-Werner-Freybergstr. 11 ;;E32DE4B6-5513-4C3D-BD86-6CFB884B44A1;;56CCE907-F002-4B0C-B948-98299B1FEA6E
D71F681F-416A-4CDE-A242-409E1EB93B9D;;;Sinon Corporation DE;Im Alten Dorfe ;37;A52569A4-0256-4666-9907-1011BD677B2E;;56CCE907-F002-4B0C-B948-98299B1FEA6E
D73555AB-73C9-4623-A7D6-2761B778DF54;;;Scotts France SAS;B.P. 92 ;;2A4FE965-D0F8-4DDB-B510-1A458B337E8F;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
D793398D-E32C-4211-8BCF-3B64DCFC97C8;;;Stefes Pflanzenschutz GmbH; ;P.B. 1450;6DE22686-52AA-4BCE-89BE-24C697944A88;;56CCE907-F002-4B0C-B948-98299B1FEA6E
D7EDD8E3-AA53-4E77-AA50-F3BB3DD6C128;;;fenaco Genossenschaft - AGROLINE;Erlachstrasse 5;;BD9907D7-574E-4103-BB7C-055A6EA8D1F2;;6698DCFD-D86E-4098-A5A4-DA5B71062093
D8E43CCB-56FB-4FDC-A8D4-8249931D0271;;;Koppert Deutschland GmbH;Gewerbestrasse 12;;BE5935D4-5DA5-4313-B1A6-38B4D97BA6D1;;6698DCFD-D86E-4098-A5A4-DA5B71062093
DA328AA5-4954-4E25-A00D-8DE7279545C0;;;Oxadis;L'isle d'Abeau-Parc de Chesnes, 65 rue de Luzais, BP 37 ;;DFB1E739-7EE7-4001-8736-1AE8A82A6080;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
DA44DD9C-E16D-494A-955B-ACC5370BD0A3;;;Kregliner Europe nv;Grote Mark ;7;F02D377D-B7F2-4B3D-B813-1C86DD591B0F;;9E495CC6-2D2C-4E76-B183-8D98611AEBA4
DA548FE9-0512-425C-B910-EF7CD997758A;;;Agrocare Chemicals KFT ;Patak setany 140, 2090 Remeteszolos, HU ;140;0F1D8DD4-CAB5-49A9-8BE7-A5D18875DAD4;;95635AEB-5EBB-4948-9595-6894B4AC0773
DB6D28FB-F4B4-4E3B-9FB0-025A410D38D1;;;Ascenza Agro S.A.;Avnida do Rio Tejo, Herdade das Praias ;;8F6E5DF5-86FA-49B4-A9EE-166276906D09;;E815A08E-A569-4408-9C31-20A1702B0FDA
DC3E1E8D-9E6B-4080-A79F-19B5F3E4F42D;;;Eric Schweizer AG;Maienstrasse 8  ;;C0E75FE4-D009-49E2-BCE9-8EDD4EF7CF7D;033 227 5722    ;6698DCFD-D86E-4098-A5A4-DA5B71062093
DC9FA7A1-39C8-4109-A84E-5453E77231C6;;;L. Gobbi s.r.l.;Via Vallecalda 33 ;;8685A872-5FC1-4C41-B711-6BF4FA5D81F3;;BE1D323D-29E4-4570-8618-5463896BE5D2
DCA3434F-D434-4F04-A117-75356B1704A4;;;Jouffray;4 av.de la C.E.E., RN 147 - La Cour d'Hénon ;;40276883-0B05-496C-8FE6-D7B45F92407F;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
DCE9B84C-BFF6-40E0-8DED-B0FDAF578D82;;;Amreco AG;Postfach 109 ;;AA83B908-6C63-4953-803B-4B0F7786E5C9;032 621 69 70;6698DCFD-D86E-4098-A5A4-DA5B71062093
DEB34954-BAF4-4C88-A805-A7EB6C42F20A;;;Dott. Antonio Boracchini;Via Martiri di Pizzocalvo ;;E7428BD2-7212-43DE-855C-145F0A725302;;BE1D323D-29E4-4570-8618-5463896BE5D2
DEB8F47D-C0DD-4E2F-8741-979631CD559C;;;Agrotech Trading;An der Bahn 5 ;;110FB3FF-5A16-4CED-B9B9-B270AD6DE6D0;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
DF50D39B-AB4F-44A0-8443-3047A3E658BE;;;Bayer SAS;16, rue Jean-Marie Leclair - CS 90106 ;;275EC287-0D63-403B-8EBC-D7CF85272377;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
DFBBC37D-58E5-439A-9702-7490079AC139;;;Chemia S.P.A.;Via Statale, C.P.7 327;;5B313C00-16C8-497E-A8F9-E09109A331CC;0 532 845085;BE1D323D-29E4-4570-8618-5463896BE5D2
E17C2B0D-EDDD-4ED3-978A-9480006553CC;;;Genetti GmbH / S.r.l.;Via Parini 4/A ;;411BCEF7-751B-4162-88EE-246B5F980FDE;;BE1D323D-29E4-4570-8618-5463896BE5D2
E1AC7449-45E0-4BCC-A34C-AD4B91110785;;;Aseptan;Z.A. Les grandes Raies ;;483A7297-EC94-486F-9A3E-18CA8C93FD6D;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
E28010D8-1912-42D1-B4F4-708B2399511E;;;Agrinorm Limited;Suite 2, Portland House, Glacis Road ;;9FB6EE06-B0B2-481E-BE8F-1BD5BC1A98C5;;DAC731AC-BB70-4164-B500-83559938B481
E2B788E9-F3EE-4E72-96FA-BE608B2AB14E;;;Corteva Agriscience France S.A.S;Rue de Wittelsheim 82;B.P. 90149;604B2785-0A52-4D67-8C65-3DE4909706E3;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
E3EAA9BF-5E7B-4B67-8A37-22A858C7C12F;;;BAM di Benazzi e Uttini s.n.c.;Via nouva Selice,20 ;;783C0207-F6F2-42FA-8865-66AC26361C0D;;BE1D323D-29E4-4570-8618-5463896BE5D2
E4D8D270-F2D3-43F2-B3B6-82624ECB1937;;;Segetis;Chemin des Hauts-Crêts  191-193;CP 24;E8EDCDFC-C840-44C9-B060-F92279EDB0B6;022 750 02 30;6698DCFD-D86E-4098-A5A4-DA5B71062093
E59D25D9-6C78-41E5-A1EF-E04FF09060B3;;;CYANAMID France Division;14, chemin du Professeur-Deperet ;;7B0CFF5B-F8CB-4DE6-8CB9-BEFCE08E4977;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
E605E91C-9865-4598-AD20-4B4FE5E439E2;;;Compo Austria GMBH;Hietzinger Hauptstrasse 119 ;;A50843E0-E0CA-4244-9EC4-2AA61B36670C;;29738AA2-5393-438D-BE07-9D6B56D2ACCF
E63FCB45-1B9D-430B-A148-558D4464BC86;;;New Agri;Via Aterno, 30 ;;39A3E575-CD8A-4441-BD92-1E562C6AED33;;BE1D323D-29E4-4570-8618-5463896BE5D2
E64ABD75-AAC4-4C1F-B4CE-97763731329E;;;Euro-Appro; ;;628B0C18-E1C3-4F01-B3BD-E6329DD35A8F;;C3FFE09F-F38F-42B3-8601-CE60DB2A37F5
